Pathway Name,Normalized Importance Values
TRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2,0.000672578
MMARY_GLAND_DEVELOPMENT_PATHWAY_PUBERTY_STAGE_2_OF_4,0.000672498
LIOPATHIES,0.000669353
211_COPY_NUMBER_VARIATION_SYNDROME,0.000664951
FLAMMATORY_RESPONSE_PATHWAY,0.000663863
NONICAL_AND_NONCANONICAL_NOTCH_SIGNALING,0.000661037
STRIN_SIGNALING_PATHWAY,0.000659877
A_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC,0.000659165
OPTOSIS,0.00065647
LE_ACIDS_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION,0.000650704
A_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR,0.000645118
ELL_ACTIVATION_SARSCOV2,0.000644741
TERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT,0.000642225
PID_METABOLISM_PATHWAY,0.000640046
OCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,0.000639417
PE_2_PAPILLARY_RENAL_CELL_CARCINOMA,0.000637549
LLMANN_SYNDROME,0.000635869
NC_HOMEOSTASIS,0.000629426
PPOMERLIN_SIGNALING_DYSREGULATION,0.000629062
BOFLAVIN_AND_COQ_DISORDERS,0.000624601
LFATION_BIOTRANSFORMATION_REACTION,0.000623906
QUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME,0.000623355
FLAMMATORY_BOWEL_DISEASE_SIGNALING,0.000621717
DOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION,0.000617559
YOTROPHIC_LATERAL_SCLEROSIS_ALS,0.000617418
ME_BIOSYNTHESIS,0.000613121
PK_AND_NFKB_SIGNALING_PATHWAYS_INHIBITED_BY_YERSINIA_YOPJ,0.000606607
ANSCRIPTION_FACTORS_REGULATE_MIRNAS_RELATED_TO_CARDIAC_HYPERTROPHY,0.000605834
NOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING,0.000603476
LENIUM_MICRONUTRIENT_NETWORK,0.000602443
BA_RECEPTOR_SIGNALING,0.000602124
DOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS,0.000601335
TOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS,0.000599092
ROTONIN_HTR1_GROUP_AND_FOS_PATHWAY,0.000598665
CHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS,0.000588805
TOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION,0.000588735
IGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS,0.000588577
GIOGENESIS,0.000587465
VALONATE_ARM_OF_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,0.000586521
PE_III_INTERFERON_SIGNALING,0.000584004
STPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_APOPTOSIS,0.000582631
R5093P_ALTERATION_OF_YAP1ECM_AXIS,0.00058205
TABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER,0.000576802
BB_SIGNALING_PATHWAY,0.000576712
LYBDENUM_COFACTOR_MOCO_BIOSYNTHESIS,0.000573704
UROTRANSMITTER_DISORDERS,0.000572362
AVET_SYNDROME,0.000570043
THOGENIC_ESCHERICHIA_COLI_INFECTION,0.00056812
TINOBLASTOMA_GENE_IN_CANCER,0.000565511
ERCISEINDUCED_CIRCADIAN_REGULATION,0.000564421
TODERM_DIFFERENTIATION,0.000559172
TERLEUKIN1_INDUCED_ACTIVATION_OF_NFKB,0.000557568
TERFERON_TYPE_I_SIGNALING_PATHWAYS,0.000556923
D88_DISTINCT_INPUTOUTPUT_PATHWAY,0.0005567
UTATHIONE_METABOLISM,0.000553279
LA_DOWNSTREAM_REGULATED_GENES,0.000550765
AINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,0.00054887
ANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS,0.000548286
NNABINOID_RECEPTOR_SIGNALING,0.000539488
RWAY_SMOOTH_MUSCLE_CELL_CONTRACTION,0.000539478
TIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY,0.000538911
OMARKERS_FOR_UREA_CYCLE_DISORDERS,0.000536457
ADDER_CANCER,0.000533824
T7_INHIBITION_OF_ES_CELL_REPROGRAMMING,0.000525328
LL_DIFFERENTIATION_EXPANDED_INDEX,0.000524871
ETYLCHOLINE_SYNTHESIS,0.000515245
FECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME,0.000510135
CLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY,0.00050974
GULATION_OF_ACTIN_CYTOSKELETON,0.000506816
MILIAL_HYPERLIPIDEMIA_TYPE_5,0.000503643
M_SIGNALING_IN_DEVELOPMENT_AND_DISEASE,0.000503046
NTOSE_PHOSPHATE_METABOLISM,0.00050267
TAMIN_D_RECEPTOR_PATHWAY,0.000497734
FBETA_SIGNALING_IN_THYROID_CELLS_FOR_EPITHELIALMESENCHYMAL_TRANSITION,0.000494914
MMARY_GLAND_DEVELOPMENT_PATHWAY_INVOLUTION_STAGE_4_OF_4,0.000494486
BA_METABOLISM_AKA_GHB,0.00049164
NONICAL_AND_NONCANONICAL_TGFB_SIGNALING,0.00049066
STONE_MODIFICATIONS,0.000486054
FEGFR_SIGNALING_PATHWAY,0.000484604
SRUPTION_OF_POSTSYNAPTIC_SIGNALING_BY_CNV,0.000483627
TROGEN_METABOLISM_WP5276,0.000479789
FBETA_RECEPTOR_SIGNALING,0.00047903
TCH_SIGNALING_PATHWAY,0.000478686
MILIAL_HYPERLIPIDEMIA_TYPE_4,0.000476365
P_SIGNALING_IN_EYELID_DEVELOPMENT,0.000475689
RSCOV2_AND_COVID19_PATHWAY,0.000474741
OLESTEROL_SYNTHESIS_DISORDERS,0.000472581
PTIN_SIGNALING_PATHWAY,0.000471243
CLEOTIDE_GPCRS,0.000471019
ERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY,0.000470476
NA_PROTEIN_AND_METABOLITE_INDUCATION_PATHWAY_BY_CYCLOSPORIN_A,0.000469466
TAMIN_B12_METABOLISM,0.000464374
YL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873,0.000463261
RROPTOSIS,0.000461155
ON_METABOLISM_IN_PLACENTA,0.000459333
1_AND_MEGAKARYOCYTES_IN_OBESITY,0.00045895
ROTONIN_RECEPTOR_2_AND_ELKSRFGATA4_SIGNALING,0.000458604
INO_ACID_METABOLISM,0.00045837
P1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL,0.00045732
FR3_SIGNALING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION,0.000456597
VELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,0.000452344
STEINE_AND_METHIONINE_CATABOLISM,0.000451201
LLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY,0.000451104
A_REPAIR_PATHWAYS_FULL_NETWORK,0.000451041
TRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER,0.000448134
PAMINE_METABOLISM,0.000447174
9_ACTION_RBE2F1_SIGNALING_AND_CDKBETACATENIN_ACTIVITY,0.000446186
SORDERS_IN_KETONE_BODY_SYNTHESIS,0.000444798
OXIMAL_TUBULE_TRANSPORT,0.000435763
ING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19,0.000432892
COTINE_METABOLISM_IN_LIVER_CELLS,0.000432407
RSCOV2_ALTERING_ANGIOGENESIS_VIA_NRP1,0.000429721
OTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING,0.000428542
R143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS,0.000428533
TRINUNC5B_SIGNALING_PATHWAY,0.000428007
OLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS,0.000427418
URODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY,0.000424192
CROPHAGE_MARKERS,0.000422008
T_SIGNALING_PATHWAY,0.000421611
SORDERS_OF_BILE_ACID_SYNTHESIS_AND_BILIARY_TRANSPORT,0.00042063
TOCHONDRIAL_COMPLEX_IV_ASSEMBLY,0.000420129
INOTECAN_PATHWAY,0.000414141
RKINSONS_DISEASE_PATHWAY,0.000407205
ERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES,0.00040616
IAL_CELL_DIFFERENTIATION,0.000404433
SULIN_SIGNALING_IN_ADIPOCYTES_NORMAL_CONDITION,0.000403886
TOCHONDRIAL_COMPLEX_III_ASSEMBLY,0.000402701
EGNANE_X_RECEPTOR_PATHWAY,0.000400302
GULATION_OF_WNT_BCATENIN_SIGNALING_BY_SMALL_MOLECULE_COMPOUNDS,0.000397536
TRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS,0.000388744
TABOLIC_REPROGRAMMING_IN_COLON_CANCER,0.0003886
O_OBESITY_VARIANT_MECHANISM,0.000386451
SISTIN_AS_A_REGULATOR_OF_INFLAMMATION,0.000382693
P3K1_ROLE_IN_PROMOTING_AND_BLOCKING_GONADAL_DETERMINATION,0.000378805
SORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT,0.000375198
LCIUM_REGULATION_IN_CARDIAC_CELLS,0.000374776
TALYTIC_CYCLE_OF_MAMMALIAN_FLAVINCONTAINING_MONOOXYGENASES_FMOS,0.000372822
S_AND_BRADYKININ_PATHWAYS_IN_COVID19,0.00037219
TOSINE_METHYLATION,0.000371809
RINERGIC_SIGNALING,0.000371488
ASE_I_BIOTRANSFORMATIONS_NON_P450,0.000371241
GF_PATHWAY,0.000369557
ROTONIN_AND_ANXIETYRELATED_EVENTS,0.000368707
FECT_OF_INTESTINAL_MICROBIOME_ON_ANTICOAGULANT_RESPONSE_OF_VITAMIN_K_ANTAGONISTS,0.00036263
NCLASSICAL_ROLE_OF_VITAMIN_D,0.000359524
NOPARTICLE_TRIGGERED_AUTOPHAGIC_CELL_DEATH,0.000358939
TOCHONDRIAL_COMPLEX_II_ASSEMBLY,0.000358227
LE_INFERTILITY,0.000351853
EMOKINE_SIGNALING_PATHWAY,0.000350741
PTIDE_GPCRS,0.000350055
IPOGENESIS,0.000349543
D_METABOLISM_IN_ONCOGENEINDUCED_SENESCENCE_AND_MITOCHONDRIAL_DYSFUNCTIONASSOCIATED_SENESCENCE,0.000349414
RDIAC_PROGENITOR_DIFFERENTIATION,0.000347373
TAMIN_A_AND_CAROTENOID_METABOLISM,0.000346505
NFRET_SIGNALING_AXIS,0.000345532
YSIOLOGICAL_AND_PATHOLOGICAL_HYPERTROPHY_OF_THE_HEART,0.000341682
FALPHA_SIGNALING_PATHWAY,0.000339772
RINE_METABOLISM_AND_RELATED_DISORDERS,0.000339152
CELL_RECEPTOR_AND_COSTIMULATORY_SIGNALING,0.000335728
PATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,0.00033527
RI_CYCLE,0.00033483
ELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION,0.000331074
COSANOID_SYNTHESIS,0.000329222
RNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,0.000328451
D_METABOLISM,0.000327274
DOTHELIN_PATHWAYS,0.000316687
AP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT,0.00031536
LOCYTIC_ASTROCYTOMA,0.000312238
JACK_OF_UBIQUITINATION_BY_SARSCOV2,0.000311133
TEOBLAST_DIFFERENTIATION_AND_RELATED_DISEASES,0.000308683
MUNE_INFILTRATION_IN_PANCREATIC_CANCER,0.000305561
VER_X_RECEPTOR_PATHWAY,0.000303347
FLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING,0.000302169
OVASCULARISATION_PROCESSES,0.000300145
STROM_SYNDROME,0.000300077
CGAMMA_CALCIUM_SIGNALING_PATHWAY_IN_ATAXIA,0.000297552
TOPHAGY,0.000297038
CLUSION_BODY_MYOSITIS,0.000295455
A_CYCLE_IN_SENESCENCE,0.000289836
A_DAMAGE_RESPONSE,0.000284411
PTININSULIN_SIGNALING_OVERLAP,0.000282232
MATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING,0.000282151
OLACTIN_SIGNALING_PATHWAY,0.00028042
R_SIGNALING,0.000276432
TTY_ACID_TRANSPORTERS,0.000274879
RIMIDINE_METABOLISM_AND_RELATED_DISEASES,0.000274773
HINGOLIPID_METABOLISM_OVERVIEW,0.000274601
ANSLATION_FACTORS,0.000272011
CROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,0.000270076
OPTOSIS_MODULATION_AND_SIGNALING,0.000266537
29_COPY_NUMBER_VARIATION_SYNDROME,0.000266102
5_SIGNALING_PATHWAY,0.000265797
RNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE,0.000264999
STRIC_CANCER_NETWORK_1,0.000264763
P112_DISTAL_DELETION_SYNDROME,0.000263019
RTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY,0.000262188
LATONIN_METABOLISM_AND_EFFECTS,0.000260194
SOPRESSINREGULATED_WATER_REABSORPTION,0.000259193
NA_VACCINE_ACTIVATION_OF_DENDRITIC_CELL_AND_INDUCTION_OF_IFN1,0.000259027
TOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,0.00025803
UCOSE_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,0.000257972
LES_OF_CERAMIDES_IN_DEVELOPMENT_OF_INSULIN_RESISTANCE,0.000256215
OMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS,0.000253286
GNAL_TRANSDUCTION_THROUGH_IL1R,0.000251453
NZENE_METABOLISM,0.000246029
RNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS,0.000244994
PID_METABOLISM_IN_SENESCENT_CELLS,0.000244793
ANSLATION_INHIBITORS_IN_CHRONICALLY_ACTIVATED_PDGFRA_CELLS,0.00024395
DGEHOG_SIGNALING_PATHWAY_WP4249,0.000243878
DULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION,0.000241473
TAMIN_B6DEPENDENT_AND_RESPONSIVE_DISORDERS,0.000235375
MATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX,0.000233817
CGMPPKG_MEDIATED_NEUROPROTECTION,0.000230446
GIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY,0.00023005
TERLEUKIN1_IL1_STRUCTURAL_PATHWAY,0.000227276
OE_AND_MIR146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS,0.000225687
CLEOTIDE_EXCISION_REPAIR,0.000222837
CRORNA_NETWORK_ASSOCIATED_WITH_CHRONIC_LYMPHOCYTIC_LEUKEMIA,0.000221313
EBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS,0.000215781
NNEDY_PATHWAY_FROM_SPHINGOLIPIDS,0.000214909
LRAD4_AND_WHAT_WE_KNOW_ABOUT_IT,0.000214673
NOAMINE_TRANSPORT,0.000214619
L18_SIGNALING_PATHWAY,0.000213333
OSYNTHESIS_AND_REGENERATION_OF_TETRAHYDROBIOPTERIN_AND_CATABOLISM_OF_PHENYLALANINE,0.00021277
INO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION,0.000212513
RHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY,0.000210473
VID19_AND_ENDOTHELIAL_CELL_SENESCENCE,0.000209003
RNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,0.000208735
UKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS,0.000208563
SOLVIN_E1_AND_RESOLVIN_D1_SIGNALING_PATHWAYS_PROMOTING_INFLAMMATION_RESOLUTION,0.000199529
CRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,0.000197294
DROGEN_RECEPTOR_SIGNALING_PATHWAY,0.000194963
VEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_PATHWAY,0.000194179
THIONINE_DE_NOVO_AND_SALVAGE_PATHWAY,0.000189884
NES_CONTROLLING_NEPHROGENESIS,0.000189648
RN_WOUND_HEALING,0.000184492
OLESTEROL_METABOLISM,0.000184362
YCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS,0.000183909
PLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS,0.000179726
ECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,0.000176147
TERED_GLYCOSYLATION_OF_MUC1_IN_TUMOR_MICROENVIRONMENT,0.000175728
TABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES,0.000174208
CELL_MODULATION_IN_PANCREATIC_CANCER,0.000172377
17_SIGNALING_PATHWAY,0.00017102
OTODYNAMIC_THERAPYINDUCED_UNFOLDED_PROTEIN_RESPONSE,0.0001707
K_PATHWAY_IN_HUNTINGTONS_DISEASE,0.000167659
NOAMINE_GPCRS,0.000165063
YSICOCHEMICAL_FEATURES_AND_TOXICITYASSOCIATED_PATHWAYS,0.000164887
LLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING,0.000163661
PK_CASCADE,0.000163642
MILIAL_PARTIAL_LIPODYSTROPHY,0.000162337
X_AND_MIRNAS_IN_TOOTH_DEVELOPMENT,0.000161524
D_AND_PSEUDOACHONDROPLASIA_GENES,0.000161314
LLULAR_PROTEOSTASIS,0.000160897
TEOPONTIN_SIGNALING,0.000158308
SORDERS_IN_KETOLYSIS,0.000158138
MMAGLUTAMYL_CYCLE_FOR_THE_BIOSYNTHESIS_AND_DEGRADATION_OF_GLUTATHIONE_INCLUDING_DISEASES,0.000157245
NCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE,0.000155756
RINE_METABOLISM,0.000155518
DLIKE_RECEPTOR_NLR_SIGNALING_PATHWAY,0.000154852
CAL_ADHESION_PI3KAKTMTORSIGNALING_PATHWAY,0.000152821
ARALPHA_PATHWAY,0.000150716
TAMIN_B12_DISORDERS,0.000146903
RNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,0.000146068
ECARBON_METABOLISM,0.000144155
ROXIREDOXIN_2_INDUCED_OVARIAN_FAILURE,0.000143637
IF_DISRUPTION_OF_SHH_SIGNALING,0.000139831
STPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION,0.000136008
OSPHOINOSITIDES_METABOLISM,0.000128259
DEINE_AND_MORPHINE_METABOLISM,0.000128255
GUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS,0.000126937
ROTONIN_RECEPTOR_467_AND_NR3C_SIGNALING,0.000121203
ADERWILLI_AND_ANGELMAN_SYNDROME,0.000120088
NTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE,0.000119952
ASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM,0.000118274
MITOGENESIS_IN_THE_CONTEXT_OF_SPONDYLOCOSTAL_DYSOSTOSIS,0.000117533
JOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE,0.00011615
OTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING,0.00011449
E_INHIBITOR_PATHWAY,0.000112101
MPLEMENT_ACTIVATION,0.000111869
TABOLISM_OF_SPHINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS,0.000108297
ERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS,0.000104388
CRNAMEDIATED_MECHANISMS_OF_THERAPEUTIC_RESISTANCE,0.000103765
F2_PATHWAY,0.000103534
R517_RELATIONSHIP_WITH_ARCN1_AND_USP1,0.000100937
CELL_RECEPTOR_SIGNALING_PATHWAY,9.86E-05
2_SIGNALING_PATHWAY,9.84E-05
NGLIO_SERIES_SPHINGOLIPID_METABOLISM,9.81E-05
NES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR,9.48E-05
A_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT,9.37E-05
RIATED_MUSCLE_CONTRACTION_PATHWAY,9.17E-05
SE_EXCISION_REPAIR,9.05E-05
TROGEN_RECEPTOR_PATHWAY,8.27E-05
LATE_METABOLISM,7.95E-05
LPROIC_ACID_PATHWAY,7.82E-05
CTO_SERIES_SPHINGOLIPID_METABOLISM,7.76E-05
RSCOV2_AND_ACE2_RECEPTOR_MOLECULAR_MECHANISMS,7.76E-05
TBETACATENIN_SIGNALING_PATHWAY_IN_LEUKEMIA,7.03E-05
TOCHONDRIAL_FATTY_ACID_SYNTHESIS_PATHWAY,6.45E-05
PPOCAMPAL_SYNAPTOGENESIS_AND_NEUROGENESIS,6.38E-05
NERALOCORTICOID_BIOSYNTHESIS,5.95E-05
TRIX_METALLOPROTEINASES,5.79E-05
TCH_SIGNALING,5.68E-05
YPTOPHAN_CATABOLISM_LEADING_TO_NAD_PRODUCTION,5.45E-05
UCOCORTICOID_BIOSYNTHESIS,5.43E-05
THYLATION_PATHWAYS,5.25E-05
OTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING,5.15E-05
URAL_CREST_CELL_MIGRATION_IN_CANCER,4.64E-05
LATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR,3.99E-05
YLAMINE_METABOLISM,3.53E-05
TABOLISM_OF_ALPHALINOLENIC_ACID,2.75E-05
TINOL_METABOLISM,2.55E-05
UROINFLAMMATION,2.41E-05
F_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION,1.77E-05
LIGNANT_PLEURAL_MESOTHELIOMA,1.62E-05
ANSSULFURATION_PATHWAY,1.55E-05
ALL_CELL_LUNG_CANCER,1.54E-05
TOCHONDRIAL_BETAOXIDATION,6.36E-06
OLACTO_SERIES_SPHINGOLIPID_METABOLISM,2.27E-06
LATOXIN_B1_METABOLISM,5.90E-07
INO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,3.80E-08
PHROTIC_SYNDROME,1.82E-08
LINDAC_METABOLIC_PATHWAY,1.73E-08
3KAKTMTOR_VITAMIN_D3_SIGNALING,3.21E-13
RMONAL_CONTROL_OF_PUBERTAL_GROWTH_SPURT,8.71E-14
STRIC_ACID_PRODUCTION,2.50E-16
VID19_THROMBOSIS_AND_ANTICOAGULATION,0
